ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg
t̪͡s̪̟,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
t̪͡θ̟,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
t̪͡s̪̠,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
t̪͡θ̠,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
d̪͡z̪,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
d̪͡ð,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
d̪͡z̪̻,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
d̪͡ð̻,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
d̪͡z̪̟,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
d̪͡ð̟,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
d̪͡ð̠,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
d̪͡z̪̠,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
t̪͡s̪ː,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,-,-,-,0,+,0,0
t̪͡θː,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,-,-,-,0,+,0,0
d̪͡z̪ː,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,0,-,-,-,0,+,0,0
d̪͡ðː,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,0,-,-,-,0,+,0,0
p͡ɸ,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,-,-,-,0,-,0,0
p͡ɸ̟,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,-,-,-,0,-,0,0
p͡ɸ̠,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,-,-,-,0,-,0,0
b͡β,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,0,0,-,-,-,0,-,0,0
b͡β̟,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,0,0,-,-,-,0,-,0,0
b͡β̠,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,0,0,-,-,-,0,-,0,0
p͡ɸː,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,-,-,-,0,+,0,0
b͡βː,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,0,0,-,-,-,0,+,0,0
ʈ͡ʂˤ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,+,-,-,-,0,-,0,0
ɖ͡ʐˤ,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,+,-,-,-,0,-,0,0
ʈ͡ʂˤː,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,+,-,-,-,0,+,0,0
ʈ͡ʂːˤ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,+,-,-,-,0,+,0,0
ɖ͡ʐˤː,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,+,-,-,-,0,+,0,0
ɖ͡ʐːˤ,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,+,-,-,-,0,+,0,0
t̪͡s̪ˤ,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,+,-,-,-,0,-,0,0
t̪͡θˤ,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,+,-,-,-,0,-,0,0
d̪͡z̪ˤ,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,+,-,-,-,0,-,0,0
d̪͡ðˤ,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,+,-,-,-,0,-,0,0
t̪͡s̪ˤː,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,+,-,-,-,0,+,0,0
t̪͡θˤː,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,+,-,-,-,0,+,0,0
t̪͡s̪ːˤ,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,+,-,-,-,0,+,0,0
t̪͡θːˤ,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,+,-,-,-,0,+,0,0
d̪͡z̪ˤː,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,+,-,-,-,0,+,0,0
d̪͡ðˤː,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,+,-,-,-,0,+,0,0
d̪͡z̪ːˤ,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,+,-,-,-,0,+,0,0
d̪͡ðːˤ,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,+,-,-,-,0,+,0,0
p͡ɸˤ,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,+,-,-,-,0,-,0,0
b͡βˤ,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,0,+,-,-,-,0,-,0,0
p͡ɸˤː,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,+,-,-,-,0,+,0,0
p͡ɸːˤ,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,+,-,-,-,0,+,0,0
b͡βˤː,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,0,+,-,-,-,0,+,0,0
b͡βːˤ,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,0,+,-,-,-,0,+,0,0
q͡χ,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
q͡χ̟,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
q͡χ̠,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɢ͡ʁ,-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɢ͡ʁ̟,-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɢ͡ʁ̠,-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
q͡χː,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,-,-,+,-,-,0,+,0,0
ɢ͡ʁː,-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,-,-,+,-,-,0,+,0,0
t͡ʃ̺,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0
d͡ʒ̺,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0
t͡ʃ,-,-,+,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,0,-,0,0
t͡ʃ̻,-,-,+,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,0,-,0,0
t͡ʃ̟,-,-,+,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,0,-,0,0
t͡ʃ̠,-,-,+,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,0,-,0,0
d͡ʒ,-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,0,-,0,0
d͡ʒ̻,-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,0,-,0,0
d͡ʒ̟,-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,0,-,0,0
d͡ʒ̠,-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,0,-,0,0
t͡ʃː,-,-,+,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,0,+,0,0
d͡ʒː,-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,0,+,0,0
t͡s,-,-,+,-,+,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
t͡s̺,-,-,+,-,+,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
t͡s̟,-,-,+,-,+,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
t͡s̠,-,-,+,-,+,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
d͡z,-,-,+,-,+,-,-,+,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
d͡z̟,-,-,+,-,+,-,-,+,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
d͡z̠,-,-,+,-,+,-,-,+,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
d͡z̺,-,-,+,-,+,-,-,+,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
t͡sː,-,-,+,-,+,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,0,+,0,0
d͡zː,-,-,+,-,+,-,-,+,+,-,-,+,+,-,-,-,-,-,-,-,0,+,0,0
t͡s̻,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,-,-,-,-,-,0,-,0,0
d͡z̻,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,-,-,-,-,-,0,-,0,0
p͡f,-,-,+,-,+,-,-,+,-,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
p͡f̟,-,-,+,-,+,-,-,+,-,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
p͡f̠,-,-,+,-,+,-,-,+,-,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
b͡v,-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
b͡v̟,-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
b͡v̠,-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
p͡fː,-,-,+,-,+,-,-,+,-,-,-,+,-,0,+,-,-,-,-,-,0,+,0,0
b͡vː,-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,-,-,-,-,-,0,+,0,0
q͡χˤ,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,-,+,+,-,-,0,-,0,0
ɢ͡ʁˤ,-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,-,+,+,-,-,0,-,0,0
q͡χˤː,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,-,+,+,-,-,0,+,0,0
q͡χːˤ,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,-,+,+,-,-,0,+,0,0
ɢ͡ʁˤː,-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,-,+,+,-,-,0,+,0,0
ɢ͡ʁːˤ,-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,-,+,+,-,-,0,+,0,0
t͡ʃˤ,-,-,+,-,+,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,0,-,0,0
d͡ʒˤ,-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,-,+,-,-,-,0,-,0,0
t͡ʃˤː,-,-,+,-,+,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,0,+,0,0
t͡ʃːˤ,-,-,+,-,+,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,0,+,0,0
d͡ʒˤː,-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,-,+,-,-,-,0,+,0,0
d͡ʒːˤ,-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,-,+,-,-,-,0,+,0,0
t͡sˤ,-,-,+,-,+,-,-,+,-,-,-,+,+,-,-,-,+,-,-,-,0,-,0,0
d͡zˤ,-,-,+,-,+,-,-,+,+,-,-,+,+,-,-,-,+,-,-,-,0,-,0,0
t͡sˤː,-,-,+,-,+,-,-,+,-,-,-,+,+,-,-,-,+,-,-,-,0,+,0,0
t͡sːˤ,-,-,+,-,+,-,-,+,-,-,-,+,+,-,-,-,+,-,-,-,0,+,0,0
d͡zˤː,-,-,+,-,+,-,-,+,+,-,-,+,+,-,-,-,+,-,-,-,0,+,0,0
d͡zːˤ,-,-,+,-,+,-,-,+,+,-,-,+,+,-,-,-,+,-,-,-,0,+,0,0
p͡fˤ,-,-,+,-,+,-,-,+,-,-,-,+,-,0,+,-,+,-,-,-,0,-,0,0
b͡vˤ,-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,-,+,-,-,-,0,-,0,0
p͡fˤː,-,-,+,-,+,-,-,+,-,-,-,+,-,0,+,-,+,-,-,-,0,+,0,0
p͡fːˤ,-,-,+,-,+,-,-,+,-,-,-,+,-,0,+,-,+,-,-,-,0,+,0,0
b͡vˤː,-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,-,+,-,-,-,0,+,0,0
b͡vːˤ,-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,-,+,-,-,-,0,+,0,0
ʈ͡ʂʲ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,+,0,-,-,-,0,-,0,0
ɖ͡ʐʲ,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,-,-,-,0,-,0,0
ʈ͡ʂːʲ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,+,0,-,-,-,0,+,0,0
ʈ͡ʂʲː,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,+,0,-,-,-,0,+,0,0
ɖ͡ʐːʲ,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,-,-,-,0,+,0,0
ɖ͡ʐʲː,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,-,-,-,0,+,0,0
ʈ͡ʂᶣ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,+,0,-,+,-,0,-,0,0
ɖ͡ʐᶣ,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,-,+,-,0,-,0,0
ʈ͡ʂˠ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,+,0,-,-,-,0,-,0,0
ɖ͡ʐˠ,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,-,-,-,0,-,0,0
ʈ͡ʂːˠ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,+,0,-,-,-,0,+,0,0
ɖ͡ʐːˠ,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,-,-,-,0,+,0,0
ʈ͡ʂʷˠ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,+,0,-,+,-,0,-,0,0
ʈ͡ʂʷ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,+,0,-,+,-,0,-,0,0
ʈ͡ʂʲʷ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,+,0,-,+,-,0,-,0,0
ɖ͡ʐʷˠ,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,-,+,-,0,-,0,0
ɖ͡ʐʷ,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,-,+,-,0,-,0,0
ɖ͡ʐʲʷ,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,-,+,-,0,-,0,0
ʈ͡ʂʷː,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,+,0,-,+,-,0,+,0,0
ʈ͡ʂːʷ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,+,0,-,+,-,0,+,0,0
ɖ͡ʐʷː,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,-,+,-,0,+,0,0
ɖ͡ʐːʷ,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,-,+,-,0,+,0,0
t̪͡s̪ʲ,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,+,0,-,-,-,0,-,0,0
t̪͡θʲ,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,-,-,-,0,-,0,0
d̪͡z̪ʲ,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,+,0,-,-,-,0,-,0,0
d̪͡ðʲ,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,+,0,-,-,-,0,-,0,0
t̪͡s̪ːʲ,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,+,0,-,-,-,0,+,0,0
t̪͡θːʲ,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,-,-,-,0,+,0,0
t̪͡s̪ʲː,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,+,0,-,-,-,0,+,0,0
t̪͡θʲː,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,-,-,-,0,+,0,0
d̪͡z̪ːʲ,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,+,0,-,-,-,0,+,0,0
d̪͡ðːʲ,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,+,0,-,-,-,0,+,0,0
d̪͡z̪ʲː,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,+,0,-,-,-,0,+,0,0
d̪͡ðʲː,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,+,0,-,-,-,0,+,0,0
t̪͡s̪ᶣ,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
t̪͡θᶣ,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
d̪͡z̪ᶣ,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
d̪͡ðᶣ,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
t̪͡s̪ˠ,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,+,0,-,-,-,0,-,0,0
t̪͡θˠ,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,-,-,-,0,-,0,0
d̪͡z̪ˠ,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,+,0,-,-,-,0,-,0,0
d̪͡ðˠ,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,+,0,-,-,-,0,-,0,0
t̪͡s̪ːˠ,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,+,0,-,-,-,0,+,0,0
t̪͡θːˠ,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,-,-,-,0,+,0,0
d̪͡z̪ːˠ,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,+,0,-,-,-,0,+,0,0
d̪͡ðːˠ,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,+,0,-,-,-,0,+,0,0
t̪͡s̪ʷˠ,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
t̪͡θʷˠ,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
t̪͡s̪ʷ,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
t̪͡θʷ,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
t̪͡s̪ʲʷ,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
t̪͡θʲʷ,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
d̪͡z̪ʷˠ,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
d̪͡ðʷˠ,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
d̪͡z̪ʷ,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
d̪͡ðʷ,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
d̪͡z̪ʲʷ,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
d̪͡ðʲʷ,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0
t̪͡s̪ʷː,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,+,0,-,+,-,0,+,0,0
t̪͡θʷː,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,-,+,-,0,+,0,0
t̪͡s̪ːʷ,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,+,0,-,+,-,0,+,0,0
t̪͡θːʷ,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,-,+,-,0,+,0,0
d̪͡z̪ʷː,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,+,0,-,+,-,0,+,0,0
d̪͡z̪ːʷ,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,+,0,-,+,-,0,+,0,0
d̪͡ðːʷ,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,+,0,-,+,-,0,+,0,0
d̪͡ðʷː,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,+,0,-,+,-,0,+,0,0
p͡ɸʲ,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,+,0,-,-,-,0,-,0,0
b͡βʲ,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,+,0,-,-,-,0,-,0,0
p͡ɸːʲ,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,+,0,-,-,-,0,+,0,0
p͡ɸʲː,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,+,0,-,-,-,0,+,0,0
b͡βːʲ,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,+,0,-,-,-,0,+,0,0
b͡βʲː,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,+,0,-,-,-,0,+,0,0
p͡ɸˠ,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,+,0,-,-,-,0,-,0,0
b͡βˠ,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,+,0,-,-,-,0,-,0,0
p͡ɸːˠ,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,+,0,-,-,-,0,+,0,0
b͡βːˠ,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,+,0,-,-,-,0,+,0,0
p͡ɸʷˠ,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,+,0,-,+,-,0,-,0,0
p͡ɸʷ,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,+,0,-,+,-,0,-,0,0
p͡ɸʲʷ,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,+,0,-,+,-,0,-,0,0
b͡βʷˠ,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,+,0,-,+,-,0,-,0,0
b͡βʷ,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,+,0,-,+,-,0,-,0,0
b͡βʲʷ,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,+,0,-,+,-,0,-,0,0
p͡ɸʷː,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,+,0,-,+,-,0,+,0,0
p͡ɸːʷ,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,+,0,-,+,-,0,+,0,0
b͡βʷː,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,+,0,-,+,-,0,+,0,0
b͡βːʷ,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,+,0,-,+,-,0,+,0,0
k͡x,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k͡x̟,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k͡x̠,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ͡ɣ,-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ͡ɣ̟,-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ͡ɣ̠,-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k͡xː,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɡ͡ɣː,-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
k͡xʲ,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
q͡χʲ,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ͡ɣʲ,-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɢ͡ʁʲ,-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k͡xːʲ,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
q͡χːʲ,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
k͡xʲː,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
q͡χʲː,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɡ͡ɣːʲ,-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɢ͡ʁːʲ,-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɡ͡ɣʲː,-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɢ͡ʁʲː,-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
k͡xᶣ,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
q͡χᶣ,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɡ͡ɣᶣ,-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɢ͡ʁᶣ,-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
q͡χˠ,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k͡xˠ,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ͡ɣˠ,-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɢ͡ʁˠ,-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k͡xːˠ,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
q͡χːˠ,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɡ͡ɣːˠ,-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɢ͡ʁːˠ,-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
k͡xʷˠ,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
q͡χʷˠ,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
k͡xʷ,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
q͡χʷ,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
k͡xʲʷ,-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
q͡χʲʷ,-,-,+,-,+,-,-,+,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɡ͡ɣʷˠ,-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
